1	10
1	27
1	39
1	40
1	41
1	44
1	47
1	48
1	53
1	54
1	59
2	23
2	30
2	31
2	36
2	38
2	57
2	63
2	65
2	85
2	93
2	97
3	12
3	16
3	21
3	37
3	46
3	64
3	69
3	78
3	87
3	88
3	94
4	24
4	29
4	35
4	45
4	51
4	63
4	73
4	77
4	86
4	91
4	99
5	15
5	23
5	30
5	36
5	38
5	65
5	74
5	75
5	85
5	93
5	97
6	10
6	27
6	39
6	41
6	44
6	47
6	48
6	53
6	59
6	71
6	98
7	13
7	18
7	20
7	21
7	22
7	26
7	57
7	58
7	72
7	79
7	80
8	16
8	25
8	34
8	37
8	46
8	64
8	69
8	87
8	88
8	90
8	94
9	10
9	19
9	24
9	29
9	33
9	51
9	63
9	73
9	77
9	91
9	99
10	1
10	6
10	9
10	39
10	41
10	44
10	47
10	48
10	53
10	54
10	59
11	17
11	42
11	46
11	52
11	55
11	68
11	74
11	89
11	95
11	96
11	98
12	3
12	30
12	34
12	46
12	64
12	69
12	78
12	87
12	88
12	90
12	94
13	7
13	18
13	22
13	26
13	50
13	58
13	61
13	62
13	72
13	79
13	80
14	25
14	45
14	62
14	66
14	70
14	71
14	80
14	83
14	84
14	92
14	100
15	5
15	30
15	31
15	36
15	38
15	57
15	58
15	65
15	75
15	85
15	93
16	3
16	8
16	25
16	34
16	46
16	64
16	78
16	87
16	88
16	90
16	94
17	11
17	55
17	56
17	67
17	68
17	74
17	76
17	77
17	81
17	82
17	96
18	7
18	13
18	20
18	21
18	22
18	26
18	50
18	54
18	72
18	79
18	80
19	9
19	29
19	33
19	35
19	44
19	51
19	73
19	77
19	86
19	91
19	99
20	7
20	18
20	21
20	26
20	50
20	58
20	61
20	72
20	73
20	79
20	80
21	3
21	7
21	18
21	20
21	22
21	50
21	58
21	61
21	72
21	79
21	88
22	7
22	13
22	18
22	21
22	50
22	56
22	58
22	61
22	72
22	79
22	80
23	2
23	5
23	30
23	36
23	38
23	57
23	65
23	75
23	85
23	93
23	97
24	4
24	9
24	51
24	63
24	64
24	73
24	77
24	86
24	91
24	95
24	99
25	8
25	14
25	16
25	45
25	66
25	70
25	71
25	83
25	84
25	92
25	100
26	7
26	13
26	18
26	20
26	34
26	50
26	58
26	61
26	72
26	79
26	80
27	1
27	6
27	39
27	41
27	44
27	47
27	48
27	53
27	54
27	59
27	90
28	40
28	42
28	43
28	52
28	67
28	68
28	81
28	82
28	89
28	94
28	98
29	4
29	9
29	19
29	33
29	51
29	63
29	73
29	86
29	91
29	98
29	99
30	2
30	5
30	12
30	15
30	23
30	38
30	57
30	75
30	86
30	93
30	97
31	2
31	15
31	36
31	38
31	57
31	65
31	70
31	75
31	85
31	93
31	97
32	49
32	60
32	62
32	66
32	70
32	71
32	83
32	84
32	89
32	92
32	100
33	9
33	19
33	29
33	35
33	63
33	73
33	77
33	86
33	91
33	97
33	99
34	8
34	12
34	16
34	26
34	35
34	37
34	69
34	78
34	87
34	88
34	90
34	94
35	4
35	19
35	33
35	34
35	51
35	63
35	68
35	73
35	77
35	86
35	91
35	99
36	2
36	5
36	15
36	23
36	31
36	57
36	65
36	75
36	78
36	85
36	93
36	97
37	3
37	8
37	34
37	46
37	64
37	69
37	78
37	80
37	87
37	88
37	90
37	94
38	2
38	5
38	15
38	23
38	30
38	31
38	42
38	65
38	75
38	85
38	93
38	97
39	1
39	6
39	10
39	27
39	41
39	44
39	47
39	48
39	53
39	54
39	59
39	78
40	1
40	28
40	52
40	55
40	56
40	74
40	76
40	81
40	82
40	89
40	95
40	98
41	1
41	6
41	10
41	27
41	39
41	44
41	47
41	48
41	53
41	54
41	59
41	61
42	11
42	28
42	38
42	52
42	67
42	68
42	76
42	81
42	82
42	89
42	95
42	96
43	28
43	55
43	56
43	67
43	68
43	76
43	79
43	81
43	82
43	95
43	96
43	98
44	1
44	6
44	10
44	19
44	27
44	39
44	41
44	47
44	48
44	53
44	54
44	59
45	4
45	14
45	25
45	49
45	60
45	62
45	66
45	70
45	71
45	84
45	92
45	100
46	3
46	8
46	11
46	12
46	16
46	37
46	64
46	69
46	87
46	88
46	90
46	94
47	1
47	6
47	10
47	27
47	39
47	41
47	44
47	48
47	49
47	53
47	54
47	59
48	1
48	6
48	10
48	27
48	39
48	41
48	44
48	47
48	53
48	54
48	55
48	59
49	32
49	45
49	47
49	60
49	62
49	66
49	70
49	71
49	83
49	84
49	92
49	100
50	13
50	18
50	20
50	21
50	22
50	26
50	53
50	61
50	72
50	79
50	80
50	82
51	4
51	9
51	19
51	24
51	29
51	35
51	63
51	77
51	86
51	90
51	91
51	99
52	11
52	28
52	40
52	42
52	55
52	56
52	67
52	68
52	74
52	82
52	86
52	98
53	1
53	6
53	10
53	27
53	39
53	41
53	44
53	47
53	48
53	50
53	54
53	59
54	1
54	10
54	18
54	27
54	39
54	41
54	44
54	47
54	48
54	53
54	59
54	67
55	11
55	17
55	40
55	43
55	48
55	52
55	67
55	82
55	89
55	95
55	96
55	98
56	17
56	22
56	40
56	43
56	52
56	67
56	68
56	74
56	81
56	82
56	89
56	96
57	2
57	7
57	15
57	23
57	30
57	31
57	36
57	65
57	75
57	85
57	93
57	97
58	7
58	13
58	15
58	20
58	21
58	22
58	26
58	61
58	72
58	79
58	80
58	84
59	1
59	6
59	10
59	27
59	39
59	41
59	44
59	47
59	48
59	53
59	54
59	60
60	32
60	45
60	49
60	59
60	62
60	66
60	70
60	76
60	83
60	84
60	92
60	100
61	13
61	20
61	21
61	22
61	26
61	41
61	50
61	58
61	72
61	79
61	80
61	93
62	13
62	14
62	32
62	45
62	49
62	60
62	66
62	70
62	71
62	83
62	84
62	92
62	100
63	2
63	4
63	9
63	24
63	29
63	33
63	35
63	51
63	73
63	77
63	83
63	86
63	91
64	3
64	8
64	12
64	16
64	24
64	37
64	46
64	69
64	78
64	87
64	88
64	90
64	94
65	2
65	5
65	15
65	23
65	31
65	36
65	38
65	57
65	75
65	85
65	93
65	96
65	97
66	14
66	25
66	32
66	45
66	49
66	60
66	62
66	71
66	83
66	84
66	87
66	92
66	100
67	17
67	28
67	42
67	43
67	52
67	54
67	55
67	56
67	74
67	76
67	81
67	95
67	96
68	11
68	17
68	28
68	35
68	42
68	43
68	52
68	56
68	74
68	81
68	89
68	96
68	98
69	3
69	8
69	12
69	34
69	37
69	46
69	64
69	78
69	87
69	88
69	90
69	94
69	95
70	14
70	25
70	31
70	32
70	45
70	49
70	60
70	62
70	71
70	83
70	84
70	92
70	100
71	6
71	14
71	25
71	32
71	45
71	49
71	62
71	66
71	70
71	83
71	84
71	92
71	100
72	7
72	13
72	18
72	20
72	21
72	22
72	26
72	50
72	58
72	61
72	79
72	80
72	85
73	4
73	9
73	19
73	20
73	24
73	29
73	33
73	35
73	63
73	77
73	86
73	91
73	99
74	5
74	11
74	17
74	40
74	52
74	56
74	67
74	68
74	76
74	82
74	89
74	95
74	98
75	5
75	15
75	23
75	30
75	31
75	36
75	38
75	57
75	65
75	81
75	85
75	93
75	97
76	17
76	40
76	42
76	43
76	60
76	67
76	74
76	81
76	82
76	89
76	95
76	96
76	98
77	4
77	9
77	17
77	19
77	24
77	33
77	35
77	51
77	63
77	73
77	86
77	91
77	99
78	3
78	12
78	16
78	34
78	36
78	37
78	39
78	64
78	69
78	87
78	88
78	90
78	94
79	7
79	13
79	18
79	20
79	21
79	22
79	26
79	43
79	50
79	58
79	61
79	72
79	80
80	7
80	13
80	14
80	18
80	20
80	22
80	26
80	37
80	50
80	58
80	61
80	72
80	79
81	17
81	28
81	40
81	42
81	43
81	56
81	67
81	68
81	75
81	76
81	82
81	89
81	95
81	98
82	17
82	28
82	40
82	42
82	43
82	50
82	52
82	55
82	56
82	74
82	76
82	81
82	89
82	96
83	14
83	25
83	32
83	49
83	60
83	62
83	63
83	66
83	70
83	71
83	84
83	92
83	99
83	100
84	14
84	25
84	32
84	45
84	49
84	58
84	60
84	62
84	66
84	70
84	71
84	83
84	92
84	100
85	2
85	5
85	15
85	23
85	31
85	36
85	38
85	57
85	65
85	72
85	75
85	91
85	93
85	97
86	4
86	19
86	24
86	29
86	30
86	33
86	35
86	51
86	52
86	63
86	73
86	77
86	91
86	99
87	3
87	8
87	12
87	16
87	34
87	37
87	46
87	64
87	66
87	69
87	78
87	88
87	90
87	94
88	3
88	8
88	12
88	16
88	21
88	34
88	37
88	46
88	64
88	69
88	78
88	87
88	90
88	94
89	11
89	28
89	32
89	40
89	42
89	55
89	56
89	68
89	74
89	76
89	81
89	82
89	95
89	96
90	8
90	12
90	16
90	27
90	34
90	37
90	46
90	51
90	64
90	69
90	78
90	87
90	88
90	94
91	4
91	9
91	19
91	24
91	29
91	33
91	35
91	51
91	63
91	73
91	77
91	85
91	86
91	99
92	14
92	25
92	32
92	45
92	49
92	60
92	62
92	66
92	70
92	71
92	83
92	84
92	97
92	100
93	2
93	5
93	15
93	23
93	30
93	31
93	36
93	38
93	57
93	61
93	65
93	75
93	85
93	97
94	3
94	8
94	12
94	16
94	28
94	34
94	37
94	46
94	64
94	69
94	78
94	87
94	88
94	90
95	11
95	24
95	40
95	42
95	43
95	55
95	67
95	69
95	74
95	76
95	81
95	89
95	96
95	98
96	11
96	17
96	42
96	43
96	55
96	56
96	65
96	67
96	68
96	76
96	82
96	89
96	95
96	98
97	2
97	5
97	23
97	30
97	31
97	33
97	36
97	38
97	57
97	65
97	75
97	85
97	92
97	93
98	6
98	11
98	28
98	29
98	40
98	43
98	52
98	55
98	68
98	74
98	76
98	81
98	95
98	96
99	4
99	9
99	19
99	24
99	29
99	33
99	35
99	51
99	73
99	77
99	83
99	86
99	91
99	100
100	14
100	25
100	32
100	45
100	49
100	60
100	62
100	66
100	70
100	71
100	83
100	84
100	92
100	99
